poi_id,name,amenity,main_category,sub_category,priority_level,latitude,longitude,final_status,map_ready,rule1_reason,rule2_reason,rule3_reason,rule4_reason,rule5_reason
BLR_002134,Sri Manjunatha Medical & General Stores,pharmacy,Healthcare,Pharmacy,1,12.9606852,77.5715513,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002135,MedPlus,pharmacy,Healthcare,Pharmacy,1,12.9625591,77.6430964,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002136,Tamilnad Mercantile Bank Limited,bank,Financial Services,Bank,2,12.9625376,77.6432147,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002137,Aditya Hotel,restaurant,Food & Beverage,Restaurant,3,13.0019334,77.5784395,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002138,Five Star Veg,restaurant,Food & Beverage,Restaurant,3,13.0069934,77.5693219,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002139,Leela Hospital and Diagnostic Center,hospital,Healthcare,Hospital,1,13.0002667,77.5694894,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002140,Dr. Rajkumar Blood Bank,hospital,Healthcare,Hospital,1,12.968031,77.5878222,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002141,Leela medicals,pharmacy,Healthcare,Pharmacy,1,13.0003234,77.5693738,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002142,Five Star Chicken,restaurant,Food & Beverage,Restaurant,3,13.0070927,77.5693166,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002143,Hotel Aradhana,restaurant,Food & Beverage,Restaurant,3,12.9115865,77.6002227,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002144,Canara Bank,atm,Financial Services,ATM,2,12.9392065,77.5827357,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002145,Bank of India,atm,Financial Services,ATM,2,12.9381478,77.5828269,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002146,Karnataka Bank,atm,Financial Services,ATM,2,12.9284692,77.5839834,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002147,Canara Bank,atm,Financial Services,ATM,2,12.9300273,77.5842892,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002148,Shri Lakshmi Darshini,restaurant,Food & Beverage,Restaurant,3,12.9113058,77.6001591,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002149,Prasanna bar and restaurant,restaurant,Food & Beverage,Restaurant,3,12.9113345,77.6001135,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002150,Punjab National Bank,bank,Financial Services,Bank,2,12.967159,77.5891728,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002151,Punjab National Bank,bank,Financial Services,Bank,2,12.9099986,77.5928725,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002152,Karur Vysya Bank,bank,Financial Services,Bank,2,12.9101446,77.5904634,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002153,Standard Medicals,pharmacy,Healthcare,Pharmacy,1,12.9896302,77.5560208,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002154,Sairam Medicals and General Stores,pharmacy,Healthcare,Pharmacy,1,12.9891599,77.5559116,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002155,Syndicate Bank,bank,Financial Services,Bank,2,12.9890694,77.5558999,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002156,Sri Prasamshi Medical Stores,pharmacy,Healthcare,Pharmacy,1,12.9904639,77.5569256,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002157,Holy Smoke,restaurant,Food & Beverage,Restaurant,3,12.9103456,77.6097988,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002158,Reddy's Pharma,pharmacy,Healthcare,Pharmacy,1,12.9079522,77.6062306,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002159,Apollo Pharmacy,pharmacy,Healthcare,Pharmacy,1,12.9090104,77.606404,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002160,Citibank ATM,atm,Financial Services,ATM,2,12.9925169,77.7031605,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002161,State Bank of India,atm,Financial Services,ATM,2,12.9423718,77.6251542,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002162,,atm,Financial Services,ATM,2,13.0346447,77.534307,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002163,Sri Ananda Bhavan,restaurant,Food & Beverage,Restaurant,3,12.9944143,77.6631498,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002164,Sri Krishna Grand,restaurant,Food & Beverage,Restaurant,3,12.9938792,77.6622186,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002165,Basaveshwara Khanavali,restaurant,Food & Beverage,Restaurant,3,12.9944662,77.6632297,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002166,Sai Shiv Sagar,restaurant,Food & Beverage,Restaurant,3,12.9950242,77.662944,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002167,Axis Bank,bank,Financial Services,Bank,2,12.9940893,77.6637502,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002168,State Bank of India,atm,Financial Services,ATM,2,12.9923397,77.659961,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002169,HDFC Bank,atm,Financial Services,ATM,2,12.9923201,77.660059,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002170,Axis Bank,bank,Financial Services,Bank,2,12.9925055,77.6638079,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002171,Kannada Government School,school,Education,School,2,12.9949932,77.6635028,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002172,Nellore Mess,restaurant,Food & Beverage,Restaurant,3,12.994594,77.6634203,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002173,Annapurna,restaurant,Food & Beverage,Restaurant,3,12.95904,77.6382864,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002174,Corporation Bank,bank,Financial Services,Bank,2,12.9598751,77.6384088,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002175,Axis Bank ATM,atm,Financial Services,ATM,2,12.9593929,77.6383584,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002176,ICICI Bank,bank,Financial Services,Bank,2,12.9594282,77.6383636,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002177,Kerela Pavilion,restaurant,Food & Beverage,Restaurant,3,12.9603147,77.6371987,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002178,Ram Medicals,pharmacy,Healthcare,Pharmacy,1,12.9587021,77.6384108,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002179,ICICI Bank,atm,Financial Services,ATM,2,12.9593777,77.638355,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002180,Sri Balaji Medicals,pharmacy,Healthcare,Pharmacy,1,12.9582908,77.6382738,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002181,HDFC Bank,bank,Financial Services,Bank,2,12.9593491,77.6383498,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002182,Bangalore Montessori High School,school,Education,School,2,12.9561948,77.6376138,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002183,Under The Tree,restaurant,Food & Beverage,Restaurant,3,12.9592176,77.6385092,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002184,K.R.L.S. Patel Rama Reddy English High School,school,Education,School,2,12.9552332,77.6374003,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002185,Tamarind House,restaurant,Food & Beverage,Restaurant,3,12.9591069,77.6383016,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002186,Axis Bank,atm,Financial Services,ATM,2,12.9596492,77.6383775,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002187,Canara Bank,bank,Financial Services,Bank,2,12.9577479,77.6382507,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002188,Citibank,atm,Financial Services,ATM,2,12.9718609,77.5957304,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002189,Smoke House Deli,restaurant,Food & Beverage,Restaurant,3,12.9715104,77.5983259,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002190,Srinidhi Pet Pharma,pharmacy,Healthcare,Pharmacy,1,13.0272029,77.5859484,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002191,,pharmacy,Healthcare,Pharmacy,1,13.0385823,77.5273889,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002192,Eye Level Learning Center,school,Education,School,2,12.9419581,77.6227858,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002193,Annapoorneshwari Mess,restaurant,Food & Beverage,Restaurant,3,12.9819249,77.6395066,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002194,Karnataka State Reserve Police,police,Emergency Services,Police Station,1,12.9691307,77.6168652,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002195,State Bank of India,bank,Financial Services,Bank,2,12.9617214,77.6366258,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002196,Lakshmi Vilas Bank,atm,Financial Services,ATM,2,12.9244222,77.6739309,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002197,Bank of Baroda,atm,Financial Services,ATM,2,12.9242311,77.6739044,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002198,Classic Biriyani Center,restaurant,Food & Beverage,Restaurant,3,12.92478,77.6746246,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002199,Nelivigi Eye Hospital,hospital,Healthcare,Hospital,1,12.9241818,77.6737518,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002200,Axis Bank,atm,Financial Services,ATM,2,12.924451,77.6739678,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002201,Bank of Baroda,bank,Financial Services,Bank,2,12.924346,77.6738789,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002202,Mani's Dum Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9242898,77.6737254,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002203,Bank of Baroda,atm,Financial Services,ATM,2,12.972765,77.6190259,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002204,,restaurant,Food & Beverage,Restaurant,3,12.9320659,77.6182289,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002205,Aastha Mess,restaurant,Food & Beverage,Restaurant,3,13.0218114,77.5586653,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002206,Thanco's Natural Ice Cream,restaurant,Food & Beverage,Restaurant,3,13.027416,77.5610663,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002207,Mast Kalandar,restaurant,Food & Beverage,Restaurant,3,12.9548274,77.6415855,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002208,Ambur Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9582235,77.6415281,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002209,Chef Inn Regency,restaurant,Food & Beverage,Restaurant,3,12.95771,77.6416441,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002210,Sanjeevanam,restaurant,Food & Beverage,Restaurant,3,12.9254221,77.6194529,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002211,ICICI Bank,bank,Financial Services,Bank,2,12.9175165,77.5780372,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002212,Momoz,restaurant,Food & Beverage,Restaurant,3,12.9359584,77.6162475,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002213,California Pizza Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9344396,77.6160195,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002214,,atm,Financial Services,ATM,2,12.9629006,77.7505684,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002215,Sharekhan Restaurant,restaurant,Food & Beverage,Restaurant,3,12.9187187,77.6491667,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002216,,atm,Financial Services,ATM,2,12.899315,77.4963246,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002217,South Indian Bank,bank,Financial Services,Bank,2,12.935925,77.6061828,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002218,Citibank,atm,Financial Services,ATM,2,12.9916712,77.5712761,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002219,ICICI Bank,bank,Financial Services,Bank,2,13.0035234,77.6166155,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002220,Meghana Foods,restaurant,Food & Beverage,Restaurant,3,12.9496216,77.6997317,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002221,Mast Kalandar,restaurant,Food & Beverage,Restaurant,3,12.9255448,77.6762576,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002222,,fuel,Transport & Mobility,Fuel Station,2,13.0336462,77.5306463,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002223,,atm,Financial Services,ATM,2,13.0335377,77.5307804,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002224,,atm,Financial Services,ATM,2,13.0376545,77.5221145,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002225,PSR Andhra Style Restaurant,restaurant,Food & Beverage,Restaurant,3,13.0374407,77.5225394,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002226,Vijaya Bank,bank,Financial Services,Bank,2,13.0371446,77.5230437,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002227,,atm,Financial Services,ATM,2,13.0371655,77.5230021,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002228,,atm,Financial Services,ATM,2,13.036912,77.523438,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002229,,fuel,Transport & Mobility,Fuel Station,2,13.0366638,77.5237733,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002230,Nammura Government Model Primary School,school,Education,School,2,13.0353468,77.5263173,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002231,Barbecue Nation,restaurant,Food & Beverage,Restaurant,3,12.9481695,77.6986773,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002232,Minakshi,restaurant,Food & Beverage,Restaurant,3,12.9497864,77.6990755,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002233,Anjappar,restaurant,Food & Beverage,Restaurant,3,12.9506209,77.6999061,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002234,Spice World,restaurant,Food & Beverage,Restaurant,3,12.9504495,77.6999604,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002235,Jimi's,restaurant,Food & Beverage,Restaurant,3,12.9504952,77.699942,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002236,Barkaas Indo Arabic Restaurant,restaurant,Food & Beverage,Restaurant,3,12.9512065,77.6994054,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002237,Sanghi Medical Centre (P) Ltd,hospital,Healthcare,Hospital,1,12.9517397,77.6994832,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002238,Wareabouts Grill & Lounge,restaurant,Food & Beverage,Restaurant,3,12.9517332,77.6994362,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002239,Tandoori Junction,restaurant,Food & Beverage,Restaurant,3,12.9517821,77.7001004,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002240,Nanda's,restaurant,Food & Beverage,Restaurant,3,12.9515881,77.7000708,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002241,BET Convent,school,Education,School,2,12.9209531,77.5213014,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002242,Bhavani Tiffin Center,restaurant,Food & Beverage,Restaurant,3,12.9862102,77.5741379,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002243,"Sri Sai Krupa Hospital, Bengaluru Urban",hospital,Healthcare,Hospital,1,13.0294181,77.5593857,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002244,Chung Wah,restaurant,Food & Beverage,Restaurant,3,13.0279983,77.5726967,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002245,Bharath Co-Operative bank,bank,Financial Services,Bank,2,12.9821893,77.638025,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002246,Swathi Medical Store,pharmacy,Healthcare,Pharmacy,1,12.9780448,77.6332441,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002247,ALDOS Medical Service Pvt LTD,hospital,Healthcare,Hospital,1,12.9826672,77.6381036,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002248,Ambur Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9822182,77.6385728,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002249,,atm,Financial Services,ATM,2,12.98224,77.6387852,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002250,,atm,Financial Services,ATM,2,12.9822309,77.6388012,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002251,Kotak Mahindra Bank,atm,Financial Services,ATM,2,12.9783815,77.6354826,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002252,Apollo Pharmacy,pharmacy,Healthcare,Pharmacy,1,12.9800601,77.6386765,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002253,Info Era - Software training institute,school,Education,School,2,12.9801741,77.6372856,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002254,Sree Maruthi Medicals,pharmacy,Healthcare,Pharmacy,1,12.9800438,77.6380403,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002255,Vijaya Bank,bank,Financial Services,Bank,2,12.9784446,77.637751,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002256,Al Zaid,restaurant,Food & Beverage,Restaurant,3,12.9822569,77.6393124,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002257,NIAS Main Eating Point,restaurant,Food & Beverage,Restaurant,3,13.0289716,77.5633966,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002258,Andhra Bank,bank,Financial Services,Bank,2,13.0207547,77.5930859,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002259,,atm,Financial Services,ATM,2,13.0031746,77.757283,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002260,ICICI Bank,atm,Financial Services,ATM,2,12.9522009,77.5773216,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002261,ICICI Bank,atm,Financial Services,ATM,2,12.9113891,77.5531687,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002262,Apollo Pharmacy,pharmacy,Healthcare,Pharmacy,1,12.8866579,77.605946,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002263,Government Hospital,hospital,Healthcare,Hospital,1,12.8870605,77.603414,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002264,Rajashree Granthim hospital,hospital,Healthcare,Hospital,1,12.8893134,77.602422,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002265,State Bank of India,bank,Financial Services,Bank,2,13.102259,77.5769737,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002266,Bank of Maharashtra,atm,Financial Services,ATM,2,13.103966,77.5715601,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002267,Pizza Hut,restaurant,Food & Beverage,Restaurant,3,13.0993015,77.5892631,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002268,Beijing Bites,restaurant,Food & Beverage,Restaurant,3,13.0993909,77.589218,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002269,Mast Kalandar,restaurant,Food & Beverage,Restaurant,3,13.0994241,77.5891823,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002270,St. Martha's Canteen,restaurant,Food & Beverage,Restaurant,3,12.9701247,77.5866611,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002271,Canara Bank,atm,Financial Services,ATM,2,12.9791721,77.5934264,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002272,KGID Canteen,restaurant,Food & Beverage,Restaurant,3,12.981906,77.5956848,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002273,The Marigold - Fine Dine,restaurant,Food & Beverage,Restaurant,3,12.9698283,77.735625,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002274,State Bank of India,bank,Financial Services,Bank,2,12.9785172,77.6795909,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002275,,pharmacy,Healthcare,Pharmacy,1,13.0319123,77.576777,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002276,Reva canteen,restaurant,Food & Beverage,Restaurant,3,13.1174066,77.6346379,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002277,Karnataka Bank,bank,Financial Services,Bank,2,13.1174604,77.6342379,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002278,,restaurant,Food & Beverage,Restaurant,3,13.117397,77.6344822,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002279,,atm,Financial Services,ATM,2,12.9913252,77.5713263,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_002280,Twillight Tandoor Resto,restaurant,Food & Beverage,Restaurant,3,12.9313955,77.5179594,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002281,Udupi Grand,restaurant,Food & Beverage,Restaurant,3,13.0992523,77.5773423,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002282,Salem Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9645529,77.717708,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002283,Agarwal Bhavan,restaurant,Food & Beverage,Restaurant,3,12.9647848,77.7174502,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002284,ICICI Bank,atm,Financial Services,ATM,2,13.1057039,77.5774402,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_002285,Seashell Savoury,restaurant,Food & Beverage,Restaurant,3,12.9311314,77.6007942,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
